Pipe_Size_mm,Thickness_mm,Material,Grade,Max_Pressure_psi,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Material_Loss_Percent,Time_Years,Condition,Remaining_Thickness_mm,Loss_Per_Year_mm,Estimated_Longevity_Years,cost
1500,42.02,PVC,API 5L X52,900,21.2,9.66,7.87,18.73,10,Critical,34.150000000000006,0.787,43.392630241423134,3417
250,12.72,HDPE,ASTM A333 Grade 6,150,49.0,8.12,2.68,21.07,13,Moderate,10.040000000000001,0.20615384615384616,48.701492537313435,2905
500,21.07,HDPE,ASTM A333 Grade 6,600,83.4,9.54,1.16,5.51,1,Normal,19.91,1.16,17.163793103448278,4210
100,4.52,Stainless Steel,API 5L X42,300,-25.5,0.61,7.73,171.02,21,Critical,-3.210000000000001,0.36809523809523814,-8.720569210866755,2076
600,12.67,Carbon Steel,API 5L X52,600,60.0,0.91,8.3,65.51,20,Critical,4.369999999999999,0.41500000000000004,10.530120481927709,2382
400,15.28,Carbon Steel,API 5L X52,600,13.1,4.66,0.1,0.65,22,Normal,15.18,0.004545454545454546,3339.5999999999995,2485
1000,26.76,Fiberglass,API 5L X42,2500,44.5,19.02,3.99,14.91,2,Moderate,22.770000000000003,1.995,11.413533834586467,4099
1200,31.17,Carbon Steel,ASTM A333 Grade 6,150,6.4,17.64,0.37,1.19,10,Normal,30.8,0.037,832.4324324324325,3200
250,8.39,HDPE,API 5L X42,900,-18.0,19.43,4.67,55.66,14,Moderate,3.7200000000000006,0.3335714285714286,11.152034261241973,3949
1200,27.97,Stainless Steel,ASTM A106 Grade B,150,22.8,8.28,5.33,19.06,18,Critical,22.64,0.2961111111111111,76.45778611632271,2909
300,14.98,PVC,API 5L X65,150,-36.3,8.76,9.45,63.08,13,Critical,5.530000000000001,0.7269230769230769,7.607407407407409,4685
1000,19.34,PVC,ASTM A106 Grade B,300,33.5,5.84,8.87,45.86,23,Critical,10.47,0.38565217391304346,27.148816234498312,3831
500,21.07,Stainless Steel,ASTM A333 Grade 6,900,121.1,19.73,6.19,29.38,9,Critical,14.879999999999999,0.6877777777777778,21.634894991922454,4530
400,17.35,Carbon Steel,ASTM A333 Grade 6,900,9.6,13.27,7.76,44.73,20,Critical,9.590000000000002,0.388,24.716494845360828,2417
1500,32.52,Stainless Steel,API 5L X42,300,50.3,16.56,1.61,4.95,4,Normal,30.910000000000004,0.4025,76.79503105590062,3951
150,5.67,Stainless Steel,API 5L X52,300,21.1,14.81,2.16,38.1,2,Moderate,3.51,1.08,3.2499999999999996,2803
50,5.84,PVC,ASTM A333 Grade 6,1500,63.9,19.37,4.08,69.86,18,Moderate,1.7599999999999998,0.22666666666666668,7.764705882352939,4093
250,7.48,Stainless Steel,ASTM A333 Grade 6,2500,22.4,16.24,1.07,14.3,8,Normal,6.41,0.13375,47.92523364485981,4819
50,5.1,Carbon Steel,API 5L X42,1500,123.1,16.93,5.24,102.75,21,Critical,-0.14000000000000057,0.24952380952380954,-0.5610687022900785,2706
600,26.1,Carbon Steel,ASTM A333 Grade 6,900,-34.0,7.16,7.0,26.82,3,Critical,19.1,2.3333333333333335,8.185714285714285,3660
800,17.68,Carbon Steel,API 5L X52,600,-8.1,11.35,9.76,55.2,15,Critical,7.92,0.6506666666666666,12.172131147540984,3018
150,8.14,HDPE,API 5L X42,600,80.5,0.6,3.07,37.71,20,Moderate,5.07,0.1535,33.02931596091206,2090
300,8.61,Stainless Steel,ASTM A106 Grade B,600,89.5,6.63,0.01,0.12,21,Normal,8.6,0.0004761904761904762,18060.0,2673
1200,29.77,Carbon Steel,API 5L X42,150,124.8,6.59,7.7,25.86,17,Critical,22.07,0.45294117647058824,48.725974025974025,4577
1500,33.67,Carbon Steel,API 5L X65,900,63.0,18.34,3.72,11.05,8,Moderate,29.950000000000003,0.465,64.40860215053763,3533
1200,34.1,PVC,API 5L X65,150,75.2,13.57,0.53,1.55,10,Normal,33.57,0.053000000000000005,633.3962264150942,3068
250,14.04,Carbon Steel,ASTM A106 Grade B,900,14.2,18.33,5.0,35.61,5,Moderate,9.04,1.0,9.04,4017
500,11.64,PVC,ASTM A106 Grade B,300,25.0,10.3,7.78,66.84,24,Critical,3.8600000000000003,0.32416666666666666,11.907455012853472,3443
150,7.88,Stainless Steel,API 5L X65,600,25.2,2.58,1.79,22.72,2,Normal,6.09,0.895,6.804469273743017,2169
600,15.66,Stainless Steel,ASTM A333 Grade 6,900,37.8,6.92,0.44,2.81,5,Normal,15.22,0.088,172.95454545454547,2681
400,18.59,HDPE,API 5L X52,150,45.5,7.49,8.65,46.53,11,Critical,9.94,0.7863636363636364,12.640462427745664,2196
300,13.55,HDPE,API 5L X42,1500,29.0,7.94,4.79,35.35,7,Moderate,8.760000000000002,0.6842857142857143,12.80167014613779,2581
250,9.01,HDPE,API 5L X65,1500,8.1,14.67,7.8,86.57,16,Critical,1.21,0.4875,2.482051282051282,2334
400,12.1,HDPE,API 5L X52,2500,51.2,3.4,4.52,37.36,16,Moderate,7.58,0.2825,26.83185840707965,2108
600,22.48,Fiberglass,ASTM A333 Grade 6,600,73.3,14.86,5.51,24.51,12,Critical,16.97,0.45916666666666667,36.958257713248635,4993
300,10.32,Carbon Steel,ASTM A106 Grade B,150,10.0,13.16,5.12,49.61,19,Critical,5.2,0.2694736842105263,19.296875,3999
500,14.46,PVC,ASTM A106 Grade B,600,-15.3,15.12,2.94,20.33,23,Moderate,11.520000000000001,0.12782608695652173,90.12244897959185,2116
1200,21.53,HDPE,API 5L X52,900,17.2,19.61,6.89,32.0,24,Critical,14.64,0.2870833333333333,50.9956458635704,4570
100,4.1,HDPE,ASTM A106 Grade B,900,-36.6,9.98,5.68,138.54,19,Critical,-1.58,0.29894736842105263,-5.285211267605634,4374
1500,40.48,PVC,API 5L X65,1500,98.3,9.95,4.61,11.39,18,Moderate,35.87,0.2561111111111111,140.05639913232102,2638
150,6.56,Stainless Steel,ASTM A333 Grade 6,150,76.9,9.65,6.62,100.91,18,Critical,-0.0600000000000005,0.36777777777777776,-0.1631419939577053,4056
1200,33.44,Fiberglass,API 5L X65,300,69.9,8.39,7.09,21.2,5,Critical,26.349999999999998,1.418,18.582510578279265,4712
250,14.39,Stainless Steel,API 5L X52,1500,53.2,17.67,9.08,63.1,10,Critical,5.3100000000000005,0.908,5.848017621145375,4240
800,19.01,Stainless Steel,ASTM A106 Grade B,150,67.6,16.13,7.98,41.98,5,Critical,11.030000000000001,1.596,6.911027568922306,3140
400,15.24,Carbon Steel,API 5L X52,150,38.5,7.57,1.6,10.5,13,Normal,13.64,0.12307692307692308,110.825,3166
50,3.27,Stainless Steel,API 5L X42,300,41.0,0.64,3.03,92.66,9,Moderate,0.2400000000000002,0.33666666666666667,0.7128712871287135,3991
300,7.91,HDPE,API 5L X42,1500,20.7,10.81,2.29,28.95,12,Moderate,5.62,0.19083333333333333,29.44978165938865,4803
400,19.86,Carbon Steel,ASTM A333 Grade 6,2500,43.1,2.27,2.18,10.98,1,Moderate,17.68,2.18,8.110091743119265,2673
50,4.44,Carbon Steel,API 5L X65,900,79.4,6.13,6.24,140.54,24,Critical,-1.7999999999999998,0.26,-6.9230769230769225,3416
800,19.04,PVC,API 5L X65,150,111.0,0.01,5.01,26.31,6,Critical,14.03,0.835,16.802395209580837,4576
250,9.98,HDPE,API 5L X52,900,53.2,3.57,3.4,34.07,11,Moderate,6.58,0.3090909090909091,21.288235294117648,3446
100,4.34,Fiberglass,ASTM A333 Grade 6,1500,22.6,7.12,1.62,37.33,3,Normal,2.7199999999999998,0.54,5.037037037037036,4975
150,9.38,Stainless Steel,API 5L X52,1500,29.5,10.11,2.41,25.69,1,Moderate,6.970000000000001,2.41,2.892116182572614,4973
400,15.39,Fiberglass,ASTM A333 Grade 6,150,119.6,16.37,8.0,51.98,14,Critical,7.390000000000001,0.5714285714285714,12.932500000000001,4446
1500,37.59,Stainless Steel,API 5L X42,900,69.7,11.87,1.39,3.7,7,Normal,36.2,0.19857142857142857,182.3021582733813,3360
1500,30.85,Carbon Steel,ASTM A106 Grade B,900,18.5,12.39,8.37,27.13,24,Critical,22.480000000000004,0.34874999999999995,64.45878136200719,4809
1200,36.08,Carbon Steel,API 5L X52,1500,17.7,10.34,4.61,12.78,14,Moderate,31.47,0.3292857142857143,95.5704989154013,3417
1500,40.66,Stainless Steel,API 5L X42,1500,90.8,8.74,0.53,1.3,17,Normal,40.129999999999995,0.031176470588235295,1287.1886792452829,4980
200,7.73,Stainless Steel,ASTM A333 Grade 6,150,51.4,17.0,0.49,6.34,4,Normal,7.24,0.1225,59.102040816326536,2193
250,10.72,HDPE,ASTM A333 Grade 6,900,-8.5,5.3,5.51,51.4,13,Critical,5.210000000000001,0.4238461538461538,12.29219600725953,4102
250,9.25,PVC,API 5L X65,150,28.1,9.2,4.56,49.3,18,Moderate,4.69,0.2533333333333333,18.513157894736846,2260
50,5.61,Fiberglass,ASTM A333 Grade 6,2500,1.3,3.5,9.53,169.88,8,Critical,-3.919999999999999,1.19125,-3.2906610703043015,4280
150,9.71,HDPE,API 5L X65,900,11.6,3.38,2.72,28.01,24,Moderate,6.99,0.11333333333333334,61.67647058823529,2501
100,6.21,PVC,API 5L X52,1500,50.5,19.94,4.78,76.97,4,Moderate,1.4299999999999997,1.195,1.1966527196652716,2490
1500,22.39,HDPE,API 5L X52,1500,57.9,12.28,2.8,12.51,20,Moderate,19.59,0.13999999999999999,139.92857142857144,3806
1500,45.28,Carbon Steel,API 5L X52,900,9.2,17.55,1.13,2.5,6,Normal,44.15,0.18833333333333332,234.42477876106196,2296
1000,22.05,Stainless Steel,API 5L X52,1500,29.4,0.25,7.56,34.29,4,Critical,14.490000000000002,1.89,7.666666666666668,3500
250,11.53,Fiberglass,ASTM A106 Grade B,300,-9.0,9.6,1.84,15.96,22,Normal,9.69,0.08363636363636363,115.8586956521739,4216
50,5.28,Carbon Steel,ASTM A106 Grade B,900,53.5,19.26,0.86,16.29,17,Normal,4.42,0.05058823529411765,87.37209302325581,4135
1200,30.85,Stainless Steel,ASTM A333 Grade 6,2500,67.6,7.07,8.9,28.85,19,Critical,21.950000000000003,0.46842105263157896,46.85955056179776,3288
1200,38.85,PVC,ASTM A106 Grade B,900,77.4,11.5,0.03,0.08,18,Normal,38.82,0.0016666666666666666,23292.0,3295
1000,31.79,HDPE,ASTM A333 Grade 6,2500,19.9,7.87,8.45,26.58,12,Critical,23.34,0.7041666666666666,33.14556213017752,3742
100,5.28,HDPE,API 5L X52,1500,-0.5,0.88,2.37,44.89,18,Moderate,2.91,0.13166666666666668,22.101265822784807,2545
50,3.72,Fiberglass,API 5L X42,1500,89.2,7.29,2.28,61.29,6,Moderate,1.4400000000000004,0.37999999999999995,3.789473684210528,3666
300,12.36,Stainless Steel,API 5L X65,1500,10.2,1.58,2.06,16.67,4,Moderate,10.299999999999999,0.515,19.999999999999996,2653
800,14.93,Stainless Steel,API 5L X42,150,76.7,1.74,7.64,51.17,5,Critical,7.29,1.528,4.770942408376963,4612
250,13.81,Stainless Steel,ASTM A333 Grade 6,300,-2.9,5.82,3.7,26.79,1,Moderate,10.11,3.7,2.7324324324324323,2180
150,9.06,Stainless Steel,API 5L X42,1500,36.5,3.74,3.59,39.62,6,Moderate,5.470000000000001,0.5983333333333333,9.14206128133705,2930
800,30.08,Stainless Steel,API 5L X52,2500,78.4,0.68,3.95,13.13,7,Moderate,26.13,0.5642857142857143,46.30632911392405,2164
600,12.87,HDPE,API 5L X65,150,59.2,1.96,5.9,45.84,10,Critical,6.969999999999999,0.5900000000000001,11.813559322033894,4513
50,5.11,HDPE,API 5L X42,300,2.0,16.71,1.89,36.99,22,Normal,3.2200000000000006,0.08590909090909091,37.48148148148149,3176
250,9.91,Carbon Steel,ASTM A106 Grade B,2500,42.7,10.05,0.38,3.83,25,Normal,9.53,0.0152,626.9736842105262,4384
300,10.62,Fiberglass,API 5L X65,2500,30.6,4.55,7.18,67.61,7,Critical,3.4399999999999995,1.0257142857142856,3.3537604456824512,2397
250,13.79,Fiberglass,API 5L X42,300,93.5,12.87,4.14,30.02,17,Moderate,9.649999999999999,0.24352941176470586,39.625603864734295,3007
500,21.72,Stainless Steel,API 5L X65,600,51.8,3.16,8.67,39.92,13,Critical,13.049999999999999,0.666923076923077,19.567474048442904,3075
200,7.2,PVC,API 5L X65,900,26.3,5.64,8.76,121.67,14,Critical,-1.5599999999999996,0.6257142857142857,-2.4931506849315066,3345
100,6.92,Fiberglass,ASTM A333 Grade 6,150,48.5,19.88,2.12,30.64,21,Moderate,4.8,0.10095238095238096,47.54716981132075,2448
800,26.21,Fiberglass,ASTM A333 Grade 6,600,117.5,3.85,0.07,0.27,10,Normal,26.14,0.007000000000000001,3734.2857142857138,4821
800,22.69,Stainless Steel,ASTM A106 Grade B,900,55.8,10.82,2.11,9.3,19,Moderate,20.580000000000002,0.11105263157894736,185.31753554502373,4334
150,9.5,Carbon Steel,ASTM A106 Grade B,300,-14.4,15.66,2.94,30.95,11,Moderate,6.5600000000000005,0.2672727272727273,24.54421768707483,2810
150,7.12,Carbon Steel,API 5L X52,150,43.5,11.39,5.19,72.89,22,Critical,1.9299999999999997,0.23590909090909093,8.181117533718687,4868
250,8.53,Stainless Steel,ASTM A106 Grade B,300,51.8,18.04,8.17,95.78,6,Critical,0.35999999999999943,1.3616666666666666,0.26438188494492004,2117
600,16.64,Stainless Steel,API 5L X42,2500,45.3,8.27,7.75,46.57,14,Critical,8.89,0.5535714285714286,16.059354838709677,4554
150,5.43,HDPE,API 5L X42,2500,93.0,14.89,7.94,146.22,11,Critical,-2.5100000000000007,0.7218181818181818,-3.477329974811084,3399
50,5.0,PVC,ASTM A106 Grade B,900,12.8,7.87,4.72,94.4,4,Moderate,0.28000000000000025,1.18,0.23728813559322057,4236
400,18.8,Fiberglass,API 5L X52,600,84.4,13.84,6.85,36.44,8,Critical,11.950000000000001,0.85625,13.956204379562045,2033
150,7.25,Carbon Steel,ASTM A333 Grade 6,600,11.0,1.34,0.78,10.76,12,Normal,6.47,0.065,99.53846153846153,4719
150,5.7,HDPE,API 5L X65,2500,37.3,19.64,3.25,57.02,9,Moderate,2.45,0.3611111111111111,6.784615384615385,3659
1500,36.36,PVC,ASTM A333 Grade 6,300,53.7,15.07,3.33,9.16,4,Moderate,33.03,0.8325,39.67567567567568,3788
300,17.1,Fiberglass,API 5L X52,900,94.3,1.3,2.8,16.37,16,Moderate,14.3,0.175,81.71428571428572,3220
1200,35.94,Fiberglass,API 5L X42,2500,59.7,2.46,8.74,24.32,23,Critical,27.199999999999996,0.38,71.57894736842104,3433
250,9.07,PVC,ASTM A333 Grade 6,300,4.6,10.86,7.99,88.09,9,Critical,1.08,0.8877777777777778,1.216520650813517,4562
400,18.5,PVC,ASTM A333 Grade 6,1500,20.1,2.13,7.4,40.0,14,Critical,11.1,0.5285714285714286,21.0,2522
50,3.84,Stainless Steel,ASTM A106 Grade B,150,103.8,10.56,6.08,158.33,25,Critical,-2.24,0.2432,-9.210526315789474,2824
600,28.54,Fiberglass,API 5L X52,300,-16.8,9.59,7.41,25.96,22,Critical,21.13,0.33681818181818185,62.73414304993251,2631
150,9.8,HDPE,ASTM A106 Grade B,900,15.0,19.89,2.78,28.37,24,Moderate,7.020000000000001,0.11583333333333333,60.604316546762604,2899
400,10.84,Stainless Steel,API 5L X52,600,52.6,19.76,0.73,6.73,11,Normal,10.11,0.06636363636363636,152.34246575342465,4494
300,7.26,Fiberglass,API 5L X52,900,-42.6,4.77,2.94,40.5,14,Moderate,4.32,0.21,20.571428571428573,3227
1000,33.91,Stainless Steel,ASTM A333 Grade 6,600,22.2,17.02,0.54,1.59,13,Normal,33.37,0.04153846153846154,803.3518518518518,4295
200,11.46,Stainless Steel,ASTM A333 Grade 6,900,65.9,7.26,6.64,57.94,24,Critical,4.820000000000001,0.27666666666666667,17.421686746987955,3701
1200,37.41,Carbon Steel,API 5L X65,2500,37.3,1.59,1.39,3.72,15,Normal,36.019999999999996,0.09266666666666666,388.705035971223,4271
800,19.49,Fiberglass,API 5L X52,600,12.4,18.09,6.92,35.51,13,Critical,12.569999999999999,0.5323076923076923,23.61416184971098,4881
200,8.69,Carbon Steel,API 5L X65,2500,45.2,1.94,0.46,5.29,23,Normal,8.229999999999999,0.02,411.49999999999994,4175
1000,26.68,Stainless Steel,ASTM A333 Grade 6,900,28.9,10.81,7.59,28.45,16,Critical,19.09,0.474375,40.24242424242424,4497
1200,39.24,Carbon Steel,API 5L X42,900,64.9,14.05,0.71,1.81,7,Normal,38.53,0.10142857142857142,379.87323943661977,2972
1200,22.11,PVC,ASTM A106 Grade B,150,130.3,2.48,7.65,34.6,12,Critical,14.459999999999999,0.6375000000000001,22.682352941176468,2171
300,8.06,Fiberglass,API 5L X42,600,25.1,6.17,3.02,37.47,7,Moderate,5.040000000000001,0.43142857142857144,11.682119205298015,2190
150,6.44,Carbon Steel,ASTM A333 Grade 6,600,54.6,3.36,9.07,140.84,25,Critical,-2.63,0.3628,-7.249173098125689,3432
400,16.46,PVC,API 5L X42,600,83.5,8.72,0.47,2.86,23,Normal,15.99,0.02043478260869565,782.4893617021277,3222
1500,31.01,Carbon Steel,ASTM A106 Grade B,2500,23.6,7.25,1.59,5.13,23,Normal,29.42,0.0691304347826087,425.57232704402514,3653
1200,19.22,Carbon Steel,API 5L X52,2500,77.7,14.18,6.42,33.4,7,Critical,12.799999999999999,0.9171428571428571,13.956386292834889,4071
1000,24.04,Carbon Steel,ASTM A106 Grade B,300,109.6,11.57,0.55,2.29,5,Normal,23.49,0.11000000000000001,213.5454545454545,4325
600,24.78,HDPE,API 5L X42,600,41.9,14.82,8.49,34.26,18,Critical,16.29,0.4716666666666667,34.53710247349823,2377
1000,17.8,PVC,API 5L X42,150,68.3,3.97,8.42,47.3,19,Critical,9.38,0.4431578947368421,21.166270783847985,2210
400,14.63,HDPE,API 5L X42,900,71.7,5.17,3.74,25.56,13,Moderate,10.89,0.2876923076923077,37.85294117647059,4772
1000,23.09,HDPE,API 5L X65,150,97.5,5.43,7.98,34.56,14,Critical,15.11,0.5700000000000001,26.508771929824558,2938
250,14.41,HDPE,ASTM A333 Grade 6,1500,8.9,4.82,0.87,6.04,19,Normal,13.540000000000001,0.045789473684210526,295.7011494252874,4779
250,10.15,PVC,ASTM A333 Grade 6,2500,65.7,14.34,9.59,94.48,2,Critical,0.5600000000000005,4.795,0.11678832116788332,2309
1000,26.3,HDPE,API 5L X42,2500,34.4,19.5,6.68,25.4,10,Critical,19.62,0.6679999999999999,29.371257485029943,3801
1500,27.26,Carbon Steel,ASTM A333 Grade 6,900,39.7,2.36,7.04,25.83,9,Critical,20.220000000000002,0.7822222222222223,25.84943181818182,4499
250,11.54,PVC,API 5L X52,600,33.1,18.2,5.96,51.65,25,Critical,5.579999999999999,0.2384,23.406040268456373,2843
250,11.08,Carbon Steel,ASTM A333 Grade 6,900,75.3,5.85,4.92,44.4,21,Moderate,6.16,0.2342857142857143,26.29268292682927,3118
300,7.51,PVC,API 5L X52,300,118.2,10.35,1.69,22.5,11,Normal,5.82,0.15363636363636363,37.88165680473373,3978
800,17.38,Fiberglass,API 5L X42,1500,7.3,17.51,0.27,1.55,10,Normal,17.11,0.027000000000000003,633.7037037037036,3777
50,4.61,Fiberglass,API 5L X42,150,62.2,0.31,0.81,17.57,13,Normal,3.8000000000000003,0.062307692307692314,60.98765432098765,2438
250,13.91,Stainless Steel,API 5L X65,150,50.4,5.1,6.97,50.11,20,Critical,6.94,0.3485,19.91391678622669,3485
200,6.18,Fiberglass,API 5L X52,1500,95.2,0.18,2.95,47.73,24,Moderate,3.2299999999999995,0.12291666666666667,26.27796610169491,2147
400,17.89,Carbon Steel,API 5L X65,600,50.6,3.04,4.51,25.21,18,Moderate,13.38,0.25055555555555553,53.401330376940145,3860
1200,29.45,HDPE,API 5L X65,300,52.3,10.23,8.92,30.29,25,Critical,20.53,0.3568,57.539237668161434,3412
600,19.72,PVC,ASTM A106 Grade B,1500,-16.8,10.41,2.66,13.49,3,Moderate,17.06,0.8866666666666667,19.240601503759397,2543
300,15.03,Stainless Steel,ASTM A333 Grade 6,600,54.8,14.85,7.96,52.96,5,Critical,7.069999999999999,1.592,4.440954773869346,4672
500,18.76,Fiberglass,API 5L X42,2500,45.7,13.43,0.11,0.59,12,Normal,18.650000000000002,0.009166666666666667,2034.5454545454547,4374
600,18.65,Stainless Steel,API 5L X52,900,31.6,4.92,4.15,22.25,12,Moderate,14.499999999999998,0.3458333333333334,41.92771084337348,3584
200,6.48,HDPE,ASTM A333 Grade 6,300,15.5,2.0,9.55,147.38,13,Critical,-3.0700000000000003,0.7346153846153847,-4.179057591623037,3925
500,19.58,Carbon Steel,API 5L X65,900,89.8,6.51,4.78,24.41,7,Moderate,14.799999999999997,0.6828571428571429,21.67364016736401,3771
50,3.59,Fiberglass,ASTM A333 Grade 6,300,63.5,4.65,8.62,240.11,2,Critical,-5.029999999999999,4.31,-1.1670533642691414,3898
800,25.7,Carbon Steel,ASTM A333 Grade 6,2500,77.7,13.12,8.1,31.52,18,Critical,17.6,0.44999999999999996,39.11111111111112,4043
400,19.8,Fiberglass,API 5L X52,1500,59.6,6.84,2.5,12.63,8,Moderate,17.3,0.3125,55.36,2492
300,7.67,Fiberglass,API 5L X42,600,24.5,3.81,3.54,46.15,18,Moderate,4.13,0.19666666666666666,21.0,2290
800,30.43,PVC,API 5L X42,300,-23.5,17.35,7.69,25.27,2,Critical,22.74,3.845,5.914174252275682,3698
600,16.38,Stainless Steel,ASTM A333 Grade 6,600,37.7,0.97,9.55,58.3,8,Critical,6.829999999999998,1.19375,5.721465968586386,3496
300,16.23,PVC,ASTM A106 Grade B,1500,36.0,5.92,7.49,46.15,7,Critical,8.74,1.07,8.16822429906542,4184
1000,34.89,Stainless Steel,API 5L X42,600,84.6,19.06,9.66,27.69,13,Critical,25.23,0.7430769230769231,33.953416149068325,3918
100,7.7,Fiberglass,API 5L X52,900,28.8,13.74,4.68,60.78,20,Moderate,3.0200000000000005,0.23399999999999999,12.905982905982908,3754
1500,37.94,Stainless Steel,ASTM A106 Grade B,150,60.3,13.98,6.6,17.4,15,Critical,31.339999999999996,0.44,71.22727272727272,2608
300,12.84,Stainless Steel,API 5L X65,300,81.8,16.55,2.9,22.59,22,Moderate,9.94,0.1318181818181818,75.40689655172415,2360
1200,36.51,PVC,API 5L X65,600,64.3,2.61,6.0,16.43,25,Critical,30.509999999999998,0.24,127.125,4966
150,8.25,Carbon Steel,API 5L X52,600,34.8,11.25,8.85,107.27,22,Critical,-0.5999999999999996,0.4022727272727273,-1.4915254237288127,3183
1000,17.06,Stainless Steel,API 5L X65,300,-32.5,8.8,2.63,15.42,2,Moderate,14.43,1.315,10.97338403041825,2289
1000,32.09,HDPE,API 5L X65,1500,25.5,13.34,4.12,12.84,20,Moderate,27.970000000000002,0.20600000000000002,135.7766990291262,3413
100,5.1,Fiberglass,API 5L X65,600,115.8,3.39,1.03,20.2,11,Normal,4.069999999999999,0.09363636363636364,43.46601941747572,2912
500,11.45,Stainless Steel,API 5L X65,300,29.5,0.29,7.15,62.45,2,Critical,4.299999999999999,3.575,1.2027972027972025,4997
100,5.64,Fiberglass,ASTM A106 Grade B,900,20.9,6.42,4.88,86.52,2,Moderate,0.7599999999999998,2.44,0.3114754098360655,3029
1500,41.19,Carbon Steel,ASTM A333 Grade 6,600,81.0,4.6,9.33,22.65,22,Critical,31.86,0.4240909090909091,75.12540192926045,3353
250,6.62,Stainless Steel,ASTM A106 Grade B,1500,36.9,18.18,0.01,0.15,16,Normal,6.61,0.000625,10576.0,2864
300,14.69,PVC,ASTM A333 Grade 6,300,38.8,6.6,5.59,38.05,18,Critical,9.1,0.31055555555555553,29.30232558139535,2361
200,7.08,Stainless Steel,API 5L X65,600,-7.9,10.46,4.73,66.81,20,Moderate,2.3499999999999996,0.23650000000000002,9.93657505285412,2821
50,3.2,PVC,ASTM A333 Grade 6,900,75.5,19.11,7.07,220.94,4,Critical,-3.87,1.7675,-2.1895332390381896,2076
250,11.01,Fiberglass,ASTM A106 Grade B,300,4.1,19.65,2.08,18.89,3,Moderate,8.93,0.6933333333333334,12.879807692307692,2877
250,7.62,PVC,ASTM A333 Grade 6,900,51.7,13.11,5.51,72.31,11,Critical,2.1100000000000003,0.5009090909090909,4.212341197822143,2574
50,3.33,PVC,API 5L X52,150,32.5,1.52,5.86,175.98,18,Critical,-2.5300000000000002,0.3255555555555556,-7.771331058020477,4680
400,10.62,Fiberglass,API 5L X42,150,52.7,15.45,5.39,50.75,21,Critical,5.2299999999999995,0.25666666666666665,20.376623376623375,2367
400,13.53,HDPE,ASTM A333 Grade 6,150,44.8,8.37,0.52,3.84,10,Normal,13.01,0.052000000000000005,250.19230769230768,4864
800,12.09,HDPE,API 5L X52,1500,10.5,0.11,3.74,30.93,24,Moderate,8.35,0.15583333333333335,53.58288770053475,4525
1500,43.41,Carbon Steel,API 5L X52,300,42.0,2.09,1.95,4.49,12,Normal,41.459999999999994,0.1625,255.13846153846148,4432
50,5.21,Fiberglass,API 5L X52,2500,17.4,3.97,7.35,141.07,2,Critical,-2.1399999999999997,3.675,-0.5823129251700679,3963
500,18.46,HDPE,API 5L X42,2500,21.0,12.59,9.89,53.58,20,Critical,8.57,0.49450000000000005,17.330637007077854,4971
50,4.03,HDPE,ASTM A106 Grade B,150,32.7,19.88,0.2,4.96,6,Normal,3.83,0.03333333333333333,114.9,3867
200,6.58,Stainless Steel,API 5L X65,300,78.8,7.47,1.97,29.94,19,Normal,4.61,0.10368421052631578,44.46192893401016,3902
800,15.93,HDPE,API 5L X65,1500,31.0,16.53,0.34,2.13,20,Normal,15.59,0.017,917.0588235294117,4256
600,10.33,PVC,ASTM A333 Grade 6,300,95.8,3.46,7.68,74.35,4,Critical,2.6500000000000004,1.92,1.3802083333333335,4549
400,18.23,Stainless Steel,ASTM A333 Grade 6,1500,49.1,1.07,1.63,8.94,4,Normal,16.6,0.4075,40.73619631901841,4441
800,17.28,PVC,API 5L X52,300,45.5,4.39,0.91,5.27,3,Normal,16.37,0.30333333333333334,53.96703296703297,3766
150,6.29,Fiberglass,API 5L X42,1500,-2.9,10.56,0.23,3.66,23,Normal,6.06,0.01,606.0,4671
300,17.17,Fiberglass,ASTM A106 Grade B,2500,46.2,8.38,4.7,27.37,11,Moderate,12.470000000000002,0.4272727272727273,29.185106382978727,3868
400,11.98,Carbon Steel,ASTM A333 Grade 6,300,-44.1,16.96,1.54,12.85,8,Normal,10.440000000000001,0.1925,54.23376623376624,3005
250,8.74,Carbon Steel,ASTM A333 Grade 6,2500,22.6,3.9,4.41,50.46,19,Moderate,4.33,0.23210526315789473,18.65532879818594,4734
200,10.26,Stainless Steel,ASTM A333 Grade 6,600,24.1,11.01,0.12,1.17,24,Normal,10.14,0.005,2028.0,4020
500,23.22,PVC,ASTM A333 Grade 6,900,46.8,13.79,3.08,13.26,18,Moderate,20.14,0.1711111111111111,117.70129870129871,2499
500,13.5,PVC,API 5L X42,300,-10.1,9.9,5.45,40.37,25,Critical,8.05,0.218,36.92660550458716,4832
250,8.83,Fiberglass,ASTM A333 Grade 6,2500,80.1,4.16,2.22,25.14,20,Moderate,6.609999999999999,0.11100000000000002,59.54954954954954,2209
100,6.22,Fiberglass,API 5L X42,1500,48.5,6.68,4.13,66.4,21,Moderate,2.09,0.19666666666666666,10.627118644067796,2042
50,4.59,Stainless Steel,API 5L X65,600,53.0,19.59,9.62,209.59,1,Critical,-5.029999999999999,9.62,-0.5228690228690228,2337
250,13.97,Fiberglass,ASTM A333 Grade 6,2500,91.2,6.08,2.31,16.54,15,Moderate,11.66,0.154,75.71428571428572,2683
